Sample ID,Storage Week,Ripening Stage,PB1,Cat,PB2,Epi,Chlor,Idaein,Q hyper,Rutin,Q gluc,Q xyl,Q arab,Q rham,Phlo,Glut-FL,Quin-FL,Malic-FL,Asc-FL,Shik-FL,Citric-FL,Glut-SK,Quin-SK ,Malic-SK ,Asc-SK,Shik-SK ,Citric-SK,Fructose,Sorbitol,Glucose,Sucrose,ABA,DPA ,PA ,7-OH-ABA ,ABA-GE ,TSS,Firmness
CA-S56,23,Late,0,0.243188428,0.650016636,2.233633796,0.333334327,1.214107775,1.926054045,0.170377777,0.391236449,0.375495759,0.763710902,0.717529206,0.34626974,26.24651883,0.978490701,25.73196736,0.224515815,0.182925322,0.213104035,17.68527049,2.554156295,15.7793765,1.652292149,0.172149254,0.431987285,490.1836813,12.7852135,101.7162054,169.8413528,28.90706301,3.038956086,3.379816936,7.897619575,127.1258474,14.45,65.118545
CA-S57,23,Late,0.242621718,0,0.742242712,1.770071079,0.411122154,0.631751325,1.442235353,0.100140607,0.235108526,0.323186715,0.591014022,0.743843693,0.175426584,25.43864217,0.975921441,22.55494604,0.238030019,0.171893671,0.271938251,17.05215304,2.091678915,15.82930494,1.074291577,0.176036153,0.259765917,547.5561101,14.16214117,97.21155556,204.2740278,45.82054696,10.64849516,3.162922184,10.30432121,135.4360418,15.3,70.512435
CA-S58,23,Late,0.240229763,0,0.732207504,1.705730584,0.495770504,0.458440184,0.967433528,0.10800794,0.186485971,0.260901732,0.506666261,0.632054607,0.181230341,27.81904988,1.020469174,26.91680578,0.173031995,0.18566813,0.192508458,15.97660522,2.293784585,18.30413584,0.946931878,0.193313957,0.455019864,616.2307005,14.96265987,129.2265523,120.5375768,34.61300177,5.267327525,3.477662162,8.262696844,111.0229074,15.5,70.801895
CA-S59,23,Late,0.267460141,0,0.772158347,1.753789437,0.549565535,0.286847446,0.908992765,0.08374395,0.166157007,0.244545709,0.458563723,0.564591663,0.132369959,19.82353725,1.47863273,18.20957973,0.118126266,0.181809152,0.277822974,19.19662674,3.327148458,21.85813689,0.835317181,0.231777868,0.530218066,368.8091631,5.864787559,79.61286782,36.8785195,25.90712943,8.339537908,3.423597184,7.805675071,171.7724105,15.8,68.943125
CA-S60,23,Late,0.316686106,0,0.799176666,2.037998328,0.401002601,1.088199772,1.396023309,0.101181849,0.222184873,0.315423617,0.607471464,0.643286103,0.175966187,23.29140903,1.160141029,21.94721682,0.205555985,0.163771921,0.195938314,18.46631086,2.244501496,16.28479669,1.568809728,0.168143713,0.851152594,442.4225348,7.873469885,92.63758282,106.1350366,36.61666863,3.387905582,3.43730897,9.819428418,153.4626408,14.6,57.53678
CA-S61,23,Late,0.291022553,0,0.845865904,2.064464574,0.334507076,0.534331013,0.590483045,0.047908421,0.105092269,0.210624051,0.428578171,0.44575243,0.164080463,31.23711879,1.439342435,28.26362299,0.152070639,0.198087003,0.331897982,18.9343487,3.226868837,19.2288867,0.716284982,0.212837748,0.540338588,528.6271153,10.83527766,111.1016346,73.69697275,19.96697441,7.592421159,3.502191604,9.475124689,138.8404545,15.4,67.046105
CA-S62,23,Late,0.357810897,0,0.964643499,2.420444123,0.499025417,0.954080598,0.710505379,0.057985033,0.126990247,0.213819591,0.444658112,0.420432034,0.223838018,28.57569184,1.537371908,30.01073277,0.224472013,0.195287245,0.236246157,19.25304078,3.053172887,20.9642067,0.800960215,0.211986808,0.436169345,541.5018339,13.43939762,97.58912332,157.3971321,36.02249449,0,3.23964031,11.71476445,262.3554009,15.15,69.978675
CA-S63,23,Late,0.270498817,0,0.77571878,2.13857549,0.408363805,0.865987119,0.55881276,0.057273323,0.105352468,0.20156916,0.397089573,0.449903739,0.220751435,27.97901662,1.164413762,21.50326614,0.20050074,0.172854995,0.229143417,19.09632394,2.211134173,15.9140957,0.921556405,0.160423802,1.122028173,515.7459969,9.517226777,100.3394703,85.03232094,22.43415579,5.171686886,3.935480032,8.262708538,129.2449665,15.2,70.450715
CA-S64,23,Late,0.254888507,0,0.810994279,1.970028939,0.458850162,0.423646192,0.458638532,0.054616376,0.084590042,0.190297727,0.375890116,0.399279319,0.203964405,28.04834577,1.108693173,29.52950848,0.209732461,0.189690141,0.295870725,13.99749138,1.987004016,16.69599357,0.452275237,0.172060498,0.971647453,388.0564421,10.4098155,78.50139801,94.73122239,37.01752806,10.83207074,3.809964198,9.490930749,162.7185715,14.3,70.42173
CA-S65,23,Late,0,0.425324965,1.114793058,1.620563303,0.641152954,0.301385522,0.774116764,0,0.134632856,0.30778224,0.659680122,0.671180285,0.307706114,30.00880465,3.470313489,31.42869474,0.213332761,0.250971093,0.335376258,17.59353704,6.283886761,20.45393748,0.830354937,0.302748906,0.627100114,616.0570229,7.625389673,169.7906559,25.20850764,39.43901505,15.48080455,5.307946211,0,174.5248905,14.5,74.20763
CA-S66,23,Late,0,0.241410326,0.929232859,2.092054662,0.406423739,0.408195362,0.366630418,0.047334531,0.08540223,0.164638142,0.310989868,0.32034029,0.179905184,28.59906265,1.14939182,27.1894112,0.226254398,0.168084705,0.278527568,17.06947859,2.53607969,20.87706351,0.796336407,0.169732657,0.437614761,464.6171155,12.91238028,88.37753202,132.2804569,34.76323751,6.945115492,3.63562029,11.64292665,115.443609,15.05,71.10866
CA-S67,29,Late,0.00441475,0,0.010780221,0.01534753,0.004784197,0.005387781,0.007141478,0.001993968,0.002485602,0.00452934,0.005307664,0.004594628,0.002654127,28.99269439,1.175385218,20.56640112,0.15629847,0.17263106,0,16.83881735,2.271669579,15.3233477,0.968302245,0.199710854,0.974914667,548.0029099,9.849922325,121.7875535,110.868487,40.26808351,13.49590702,3.559283333,9.60597653,158.4330074,14,58.679135
CA-S68,29,Late,0.011550892,0.002435861,0.060427606,0.110955,0.03155206,0.01669105,0.05968606,0.004493064,0.0094965,0.0180728,0.03536132,0.03218997,0.009012977,31.78327252,1.494430907,22.48440201,0.231207344,0.163850644,0.386156974,16.9320455,2.861245883,13.45933374,1.782039029,0.184083204,0.978691567,602.0519545,10.11853603,141.7544563,102.7197991,38.57911345,12.00359199,3.124288843,9.215056758,132.8544755,15.25,73.31304
CA-S69,29,Late,0.013313372,0.002149531,0.050281909,0.107732,0.03030362,0.02857418,0.03128091,0.002459349,0.004492468,0.01144238,0.02176796,0.0206991,0.009751218,32.0417725,1.498955254,20.92937201,0.149078704,0.182684959,0.207529344,16.75614011,2.424063375,14.9483107,0.751663401,0.191941654,1.071059632,662.1021775,11.95293056,159.9471913,66.39090371,22.34521843,21.60276323,3.669602603,9.003857146,146.238574,14.2,75.281485
CA-S70,29,Late,0.013284641,0.004298161,0.05090464,0.1027363,0.03573154,0.02289705,0.05403711,0.005802414,0.007280587,0.01504619,0.02887613,0.02367172,0.01093352,31.98770111,1.898846848,26.27880255,0.130700926,0.18831779,0.261261204,18.09054183,2.91664724,20.64602207,0.794290733,0.206093067,1.386225567,597.5878439,10.83778698,133.6967592,36.57662322,12.10939695,6.054571162,3.131348055,0,131.0383967,15.45,77.309585
CA-S71,29,Late,0.011693161,0.003777594,0.043179325,0.1109401,0.02874564,0.0497927,0.05160327,0.003020434,0.006819089,0.01475659,0.02836051,0.02453512,0.01102719,28.49453804,1.136622384,21.10772649,0.172377103,0.150575045,0.25443236,16.5098636,1.998455739,14.25210709,0.924200323,0.152790312,0.360887503,543.2388371,13.42391505,122.8871185,123.9864615,22.76235679,9.940805817,3.002270587,7.216547816,135.2514843,14.85,75.61258
CA-S72,29,Late,0.011963655,0.001807423,0.042199898,0.07335891,0.02088752,0.009013406,0.01582847,0.002513333,0.004441854,0.008604553,0.01574623,0.01265305,0.008110691,31.79623255,1.305174617,22.5252295,0.199048185,0.188450743,0.213533648,19.08909657,2.277456954,16.59761207,0.863722197,0.224814482,1.161990123,544.2689316,10.0837388,116.2430086,52.73349011,21.71399116,13.78251589,3.844605565,14.99825982,153.0282086,16.1,74.8027
CA-S73,29,Late,0.009851746,0.001731947,0.033887727,0.07743841,0.01725861,0.02301024,0.02204841,0.002343641,0.003662351,0.009024703,0.0168188,0.01339983,0.007507968,31.50554988,1.131066561,25.65843893,0.174996779,0.160157456,0.192060248,17.13105581,1.49307301,19.76771666,0.851542786,0.193312497,0.858958779,550.7182406,11.29662536,124.6389881,84.80343245,26.6356515,8.880549268,3.128165737,0,130.8290783,13.75,71.4393
CA-S74,29,Late,0.01133866,0.003019111,0.045203145,0.1035954,0.01385327,0.03877723,0.01540598,0.001983604,0.003355495,0.008192291,0.01464823,0.01554472,0.007254276,29.64804546,1.174124608,26.76300643,0.143298474,0.170545379,0.236193098,17.63571912,1.960600203,19.15707634,0.773163867,0.18787728,0.340156533,525.3367462,12.11138091,119.0339176,83.35136414,22.24173974,12.85451079,4.023003397,11.10871523,131.5230419,13.95,74.516135
CA-S75,29,Late,0.010179991,0.001753244,0.043540042,0.0990517,0.02025726,0.01626448,0.01290541,0.002192798,0.003258979,0.007950882,0.01378127,0.01611523,0.006819771,30.30739556,1.526083577,26.87841962,0.15268181,0.172236822,0.200811926,17.62200815,1.490066567,20.94718944,0.743782683,0.193888047,0.385683333,430.9599106,10.47983049,95.67503373,72.83615312,13.01394699,14.47488768,3.425357536,8.78029895,172.1787011,14.55,80.358055
CA-S76,29,Late,0.012148167,0.004688722,0.046165104,0.1354648,0.02904207,0.07231164,0.1179455,0.01512172,0.0156573,0.02263598,0.04393334,0.05290943,0.01213086,28.88133226,1.12202844,24.62912994,0.144346872,0.171608683,0.257283514,19.84767337,1.539884186,18.24139039,0.756753452,0.174858073,0.375216198,580.443303,12.65453825,130.6930444,57.70915613,14.43997266,6.691895536,3.631303432,9.346000588,163.3652941,15,69.726805
CA-S77,29,Late,0.010668843,0.002760079,0.045834854,0.1065418,0.0134678,0.03422388,0.01670222,0.002468348,0.004002246,0.008520937,0.01524736,0.01607599,0.009556895,29.66371283,1.259636258,27.54220585,0.151782579,0.173290365,0.275184006,17.12460633,1.412415695,18.17792527,0.520049332,0.172030123,0.633948614,565.2190685,13.42279554,113.6475872,98.38083735,16.75930893,8.987527245,3.093288765,16.63864278,136.4795509,15.5,79.52999
CA-S78,29,Late,0.011371025,0.002637866,0.045828904,0.0924836,0.02402777,0.01799459,0.01399442,0.002271478,0.003565093,0.007807882,0.01326205,0.01454392,0.009169263,25.99249935,1.113227975,25.42188407,0.135472089,0.166086972,0.211986177,16.91240065,1.598667837,19.08709939,0.397112087,0.182934878,0.296197917,557.4050224,16.68794954,126.2244962,82.85336168,23.80912273,9.714502553,3.019428659,10.05799125,123.1956721,13.4,77.14048
