Sample ID,Storage Week ,Ripening Stage,PB1,Cat,PB2,Epi,Chlor,Idaein,Q hyper,Rutin,Q gluc,Q xyl,Q arab,Q rham,Phlo,Glut-FL,Quin-FL,Malic-FL,Asc-FL,Shik-FL,Citric-FL,Glut-SK,Quin-SK ,Malic-SK ,Asc-SK,Shik-SK ,Citric-SK,Fructose,Sorbitol,Glucose,Sucrose,ABA,DPA ,PA ,7-OH-ABA ,ABA-GE ,TSS,Firmness
DCA2_S22,5,Early,0.322389878,0,1.121919645,2.308516618,0.504495539,0.720929084,1.597368595,0.164646294,0.223691791,0.382279093,0.732305369,0.902720648,0.240798084,26.33601488,1.695896479,23.1365019,0.301240503,0.166374975,0.556389449,7.061775331,1.404342723,7.311692961,1.550772051,0.074699335,0,482.853291,19.18209024,134.7688626,183.4034199,41.84258323,8.777590485,7.094590594,19.7040516,105.5214589,13.35,66.283775
DCA2_S23,5,Early,0.286224106,0,1.02254632,2.166316407,0.621539146,0.579129667,1.196422586,0.123626934,0.160854336,0.302439447,0.543381304,0.706800379,0.156216987,13.20653796,1.020703004,21.00313351,0.179603939,0.123274968,1.34015767,7.069025517,1.096070077,9.737103477,1.270889288,0.069231411,0,457.6985501,28.00015569,89.6683559,268.6103425,60.07408798,6.044406015,8.32774445,19.86341519,129.423399,15.1,66.062515
DCA2_S24,5,Early,0.289756463,0,0.905514988,2.039722895,0.465093777,1.09921422,0.850453225,0,0.10247359,0.243266043,0.428406656,0.502792128,0.135818098,16.01010029,1.013016398,23.26011974,0.215446007,0.133359465,0,14.1701851,1.153350273,18.74264437,2.055664942,0.084223279,0.383304794,416.1177393,18.89803846,87.17178424,226.0554466,51.7000824,6.68364038,7.448179856,16.11082786,93.75694589,14.2,61.74528
DCA2_S25,5,Early,0.257859825,0,0.971129446,1.639474491,0.411188308,0.953169003,0.535381944,0,0.085451618,0.203181132,0.368866542,0.426276336,0.178179397,23.47380753,1.222578203,27.49150876,0.402388126,0.135571219,1.056287213,5.842780277,0,7.195565235,1.20146796,0.052087841,0,452.2569065,24.65853594,78.86682267,270.9865787,22.16627509,8.23243069,8.901781397,16.49768417,124.9640687,15,62.81957
DCA2_S26,5,Early,0.192246362,0.091025106,1.258186995,1.98795295,0.306519767,0.705964591,0.831631994,0,0.114542178,0.239901502,0.448652218,0.505026482,0.179924473,23.23942162,1.230306774,28.44457314,0.313375416,0.137786915,1.131789751,8.563363869,1.630274065,11.77794536,1.845287064,0.07772592,0.376530635,461.1502806,22.98885194,90.92885924,261.8658052,53.42315971,10.92062626,8.484811562,20.52182948,116.6504857,15.05,67.831075
DCA2_S27,5,Early,0.267158737,0,1.118730916,1.840477885,0.424985492,0.310722566,0.227118395,0,0.067375087,0.155972167,0.282595134,0.308297286,0.170166573,20.26396666,1.46821876,27.79700059,0.330861488,0.158066191,1.444036533,5.242936298,1.104748849,7.0243149,0.77336836,0.07505011,0,457.1850584,20.25005067,85.67192411,251.7568738,73.64404746,3.084337565,7.453305364,25.72129199,129.1151896,14.2,69.28491
DCA2_S28,5,Early,0.109456153,0,1.06492862,1.927922078,0.325127862,0.942265162,1.912302569,0.185508122,0.271918198,0.403153525,0.775426274,0.842743209,0.171865958,21.61219717,1.667856825,25.54016394,0.236787291,0.152988705,1.05988243,7.486557363,1.835569176,8.277555511,1.911573613,0.071773406,0.362980027,387.8447649,12.64697848,109.4726246,119.0458723,50.42277683,6.640622783,6.875103859,13.72404481,124.4915083,13.65,64.77884
DCA2_S29,5,Early,0.234968935,0,0.908848078,1.768594901,0.401890029,0.363918859,0.545338273,0,0.086794226,0.197466779,0.357679839,0.388226936,0.132317698,20.06470293,1.101186603,29.02767452,0.303935329,0.145570125,1.206476171,5.603247528,1.040536682,9.645793089,1.358046323,0.077801271,0,436.7451112,29.36212632,78.87147121,289.710022,43.45088952,8.775103256,6.672156947,17.08052199,111.5782998,14.95,66.47822
DCA2_S30,5,Early,0.284331014,0,0.802524293,1.668908852,0.53609854,0.43389699,1.389117748,0.142355193,0.218913227,0.319938315,0.57193562,0.683269686,0.163865252,19.26868469,1.272348871,28.01494224,0.330709591,0.161305939,0.571331545,7.429335787,1.111133124,9.726889982,1.325312889,0.076855193,0,471.4108796,25.61502618,112.7244968,239.122523,32.78657702,2.915111143,7.304157726,17.51413875,109.7493852,15.45,62.8478
DCA2_S31,11,Mid,0.207943488,0.058286696,0.962890707,5.059386791,0.767316267,2.352367426,3.333899977,0,0.306133546,0.697914607,1.415398627,1.715210906,0.42651589,22.28093328,1.038011897,21.78472893,0.287840474,0.109344793,0,10.30113453,1.221642246,12.64031412,1.298630795,0.094218308,0.544341242,429.6072664,16.65570257,103.7872975,187.9482239,61.95461982,7.40774726,2.721224285,9.455758901,125.2081518,15.3,76.58448
DCA2_S32,11,Mid,0.203571616,0,0.913434787,4.391610457,0.841323834,1.385969343,3.556448488,0,0.281105798,0.724851952,1.423270817,1.738905477,0.329413152,19.70632534,1.058211177,21.31894278,0.448547275,0.115782641,0,10.65959221,1.077935458,12.63248695,2.095403004,0.097686727,0.392309451,412.0091296,25.52616608,95.31088024,232.1512501,54.74798945,4.775238353,3.423548117,8.203197402,99.71396109,13.9,65.311365
DCA2_S33,11,Mid,0.23474972,0.018205316,1.204226675,3.77733163,0.752983558,1.105607842,1.240936037,0,0.150379593,0.38468036,0.813870694,1.001313124,0.303239543,0,0,0,0,0,0,11.6811436,1.699626422,12.8620896,1.229573059,0.142318308,0.455600047,428.6542428,13.32503827,95.14827988,142.9290373,30.04226466,7.273407003,2.598520093,13.28081519,158.3350391,14.25,68.693985
DCA2_S34,11,Mid,0.183097898,0,0.920894111,4.022359878,1.048030331,0.768689875,1.872746103,0,0.154694073,0.479168921,1.034258736,1.18708419,0.365799834,0,0,0,0,0,0,11.09179263,1.649051783,17.34215117,1.545616972,0.130501985,0.503364949,368.9683797,19.15484843,91.67455704,151.3987252,69.74096703,8.129980142,2.892964787,11.262626,112.0050343,13.6,82.3633
DCA2_S35,11,Mid,0.245065585,0,1.313130719,4.901734503,0.874913399,1.751547186,2.530943694,0,0.22070148,0.599461489,1.311040402,1.444144779,0.436353499,21.29436487,1.12077412,29.63732898,0.341293201,0.120172038,0.491987871,11.74579232,1.25473115,17.91248116,1.729225077,0.10243032,0.521839844,409.827653,19.56242882,86.22127523,202.7472979,39.49062461,7.765688106,3.006991996,9.512194549,123.6752679,14.6,70.890895
DCA2_S36,11,Mid,0.176013544,0.041503641,1.037256739,2.321754529,0.227590636,0.961052176,0.219088401,0,0.05380177,0.135008625,0.24219541,0.252675096,0.131656533,23.64497401,1.301890986,21.0405191,0.519662566,0.109102304,0,12.18025938,1.457318225,11.93694713,2.038001942,0.101159062,0.425686065,432.3113748,15.00694664,107.11591,171.6405277,28.35983577,8.649777464,2.945745461,9.83639999,137.6286525,14.1,73.75147
DCA2_S37,11,Mid,0.214805357,0.064165662,0.945794598,2.154215506,0.478625606,0.411357267,1.18757896,0,0.133359387,0.30634446,0.56362673,0.688773062,0.213151914,21.17754698,1.083030475,27.17685285,0.178231739,0.134090735,0.421806748,12.06831674,1.458948592,17.89446419,0.830491052,0.130465268,0.459720288,476.6766755,25.80698462,111.2732127,210.9541277,21.82588611,8.259032645,3.053785644,9.445347933,114.1294086,14.15,77.690535
DCA2_S38,11,Mid,0.177727245,0.104222248,0.802447099,1.979707187,0.354813346,0.949121586,0.594610742,0,0.085497474,0.203776596,0.39245059,0.429060771,0.193796736,24.29622227,1.405712035,29.17246975,0.448052546,0.13504952,0.45647106,11.92586647,1.509523681,16.23764066,1.856342046,0.12526789,0.496765233,,,,,21.58827668,6.415261439,3.160565208,9.248690056,121.4727889,15.2,74.53687
DCA2_S39,11,Mid,0.223131718,0.091502163,0.779588462,2.213150267,0.660122042,0.881935565,1.560071221,0.063475206,0.15193329,0.352957259,0.641084201,0.874287704,0.190525312,21.30527596,1.072188832,25.15568109,0.234505117,0.116221852,0.421645454,12.51121939,1.475585974,15.82110809,1.058982069,0.105442644,0.459356826,423.2316715,20.56965925,103.8316763,189.7173561,5.955176071,0.62832365,0.26403663,0.886741062,10.64559089,13.8,66.92183
DCA2_S40,11,Mid,0.18995918,0.045766599,1.00166304,2.218553207,0.334728671,0.501968682,0.472382789,0,0.1077533,0.220903641,0.411419195,0.47245579,0.216676645,22.03650939,1.682612855,22.15571567,0.325968523,0.134837485,0.455210602,14.25630958,1.610438861,15.53758539,1.56470547,0.112329001,0.492565958,412.9266672,15.96973278,109.3571535,121.9315039,40.68033207,10.33258145,3.758987381,14.80755994,160.8407766,13.85,67.66207
DCA2_S41,11,Mid,0.190401072,0.036535921,1.047943086,2.228821606,0.32317991,0.492491447,0.439723557,0.052346159,0.105345029,0.214068113,0.396422698,0.460154992,0.209071455,20.76380438,1.057075324,28.93008571,0.376060903,0.120641994,0.428489877,11.38918425,1.401468732,16.98835614,1.389993085,0.120756078,0.596086892,406.4987376,17.20913458,88.39781867,231.332026,17.17958625,7.966853742,2.555339071,8.697169954,109.3017769,16.6,82.49143
DCA2_S42,11,Mid,0.217848832,0.070536735,0.837286486,2.222808165,0.34768912,0.654613499,0.292156245,0,0.062135042,0.154829961,0.290648931,0.299053686,0.185026657,20.56238698,1.271133089,25.65421924,0.376412716,0.12668728,0.432470599,12.63944637,2.245977482,17.20727027,1.006845076,0.145390272,0.480320432,482.9995687,17.00596484,112.5035895,194.9993105,15.31119022,6.313181198,2.748350118,9.969076408,132.9634715,14.15,72.617595
DCA2_S43,17,Mid,0.178332796,0.12005982,0.868509751,2.725008657,0.466649855,1.386197378,1.604979275,0,0.23075151,0.384490417,0.868507234,0.921800075,0.274227823,21.78043723,1.560063258,28.26051605,0.319925246,0.158979159,0.394615609,12.47499316,1.717209451,14.02307927,2.044239941,0.152496166,0.473185575,469.9035858,18.46400835,86.27951824,232.8547444,44.68507286,5.134288564,3.387133498,10.61072461,119.7146452,14.1,69.831945
DCA2_S44,17,Mid,0.152961121,0.105288961,0.90684869,0.598804618,0.447701744,0.597079264,2.95587035,0,0.541944706,0.514677822,1.017227307,1.282395399,0.300958557,18.46555453,1.201412999,19.39260037,0.193144188,0.142911035,0.823842813,9.805943612,1.278875946,9.4003324,1.167681359,0.141360762,1.257003221,769.48132,17.5893031,166.2183425,292.4479708,48.0261212,5.273377337,3.755064114,9.308518147,130.7246117,15,73.09959
DCA2_S45,17,Mid,0.18988429,0.164638112,1.093636602,2.632381384,0.557204563,0.645075594,2.031847035,0,0.182623601,0.44698951,0.898158768,1.061684312,0.182994642,24.50891716,2.316102622,24.28172497,0.235338828,0.181325338,0.590677681,15.46245722,2.848929582,14.73030254,1.733729328,0.196538552,1.043222967,628.6102718,11.18025053,158.6426071,101.2427007,61.50828724,8.507478965,3.437710593,9.46204902,148.0292755,13.2,60.837165
DCA2_S46,17,Mid,0.13437264,0.10087825,0.81703826,1.718007454,0.286466051,0.205971022,0.250311402,0,0.088142939,0.152954449,0.272281344,0.299911555,0.169244376,16.87543384,1.066914167,14.56244148,0.178144893,0.135802304,0.447752221,14.9022907,2.024676219,13.41027274,0.825786533,0.199419151,1.048941899,601.0954733,10.13730145,125.4939475,125.6940734,40.46866067,8.599171655,3.358034826,10.9011546,126.8834859,13.65,62.951895
DCA2_S47,17,Mid,0.182724843,0.119176092,0.826050847,2.487104724,0.301126947,0.801702155,0.939152894,0,0.152586888,0.279126751,0.577032841,0.680481193,0.202618096,25.59139412,2.032862513,27.65812365,0.241402713,0.197366338,0.443208232,14.87180301,2.391883789,13.89664763,1.719150193,0.160780859,1.126241573,643.3905709,5.923688214,140.7274499,50.89268709,24.32154376,3.642865205,4.024284478,11.91799266,146.3643788,14.75,74.283345
DCA2_S48,17,Mid,0.167692792,0.10268883,0.865783213,2.220558685,0.346257795,1.00468264,0.886488653,0,0.104731776,0.256619591,0.530834902,0.56413484,0.16968678,26.79848248,1.636593346,24.03852852,0.249036794,0.157593765,0.607053952,14.25519101,1.860265473,14.66737206,1.205952649,0.157843617,1.056783213,630.23922,11.42012389,135.0018946,103.4862725,23.03448688,7.789282416,3.619165737,9.262871508,148.4740123,14.15,69.46028
DCA2_S49,17,Mid,0.181832233,0,0.896542674,1.866745419,0.325261608,0.243819429,0.527973757,0,0.08344601,0.196612974,0.393194794,0.440253397,0.209989187,28.53115992,2.137541038,30.03321421,0.300960312,0.202202054,0.51613768,8.160690692,1.557538049,8.262778037,0.532880229,0.149940891,0.838188288,657.1204008,6.567137847,136.1979905,76.67495154,21.94832474,8.198984566,3.399933714,11.19813136,135.0606078,14.75,69.92688
DCA2_S50,17,Mid,0.200593536,0.155549247,0.847942212,2.281942237,0.407406844,0.214777375,0.232742287,0,0.067827797,0.147091625,0.27546152,0.284684085,0.148082401,28.77638907,2.334322558,30.48702874,0.242126849,0.218923154,0.398666954,5.553350403,1.146669501,7.106623507,0.259846983,0.13364108,0,640.8333627,11.87026964,153.9878576,38.61935064,16.09743737,7.74906309,3.56247073,7.949025555,175.9402842,14.25,70.795055
DCA2_S51,17,Mid,0.180793952,0.140996875,0.930175608,2.096472021,0.421141253,0.834530107,1.870562234,0.16148222,0.352583338,0.360287197,0.627862402,0.719218248,0.333470147,26.61435806,1.528899919,20.72053207,0.298002177,0.144902464,0.529466816,8.764639088,1.041094917,6.853256822,0.728414481,0.116120491,0.303094405,703.8601893,12.76000613,143.3279356,196.7444505,40.78198632,5.88603468,3.34566565,8.753213293,121.7193055,13.85,80.08028
DCA2_S52,17,Mid,0.182627632,0.109450251,0.921518248,2.225650589,0.372355052,1.026725725,1.18749196,0,0.125029938,0.275195152,0.569506115,0.586118869,0.206791048,26.1694521,1.478376281,20.65464364,0.296647477,0.142175709,0.526286954,2.510615439,0,2.676249876,0.314949917,0.088920956,0,592.5880177,10.83900329,112.8377398,177.5396959,41.84930303,7.35460648,4.16194769,11.79663534,119.4469097,13.85,70.034805
DCA2_S53,17,Mid,0.342210122,0,0.873909408,1.765732726,0.583151604,0.137815261,0.46333955,0,0.073987515,0.193104728,0.367018439,0.425533224,0.175781185,26.532933,0.858618261,24.24725071,0.261008255,0.146192852,0.704786835,13.64176961,1.677189088,16.80548244,1.093233588,0.149358976,0.462966722,617.0855017,9.333240219,108.8689371,159.9675798,16.2602239,5.498186828,3.097830336,10.11482146,117.0747031,15.95,83.10622
DCA2_S54,17,Mid,0.143170066,0.074677351,0.864016978,1.65062303,0.477659011,0.388026584,0.383424019,0,0.09464116,0.168200828,0.318772986,0.390586049,0.150430752,24.71794841,1.249310879,24.83478365,0.406644487,0.140944842,0.597039235,14.31671792,1.415088223,16.84290144,1.430340902,0.154887848,0.942017741,570.7123181,19.59421036,96.73726502,250.2271605,12.39417758,6.180610591,2.865319715,8.703345818,120.8106941,14.4,71.27156
DCA2_S55,23,Late,0.142146753,0.077337222,0.75110493,1.545593994,0.238335254,0.95046169,0.638690775,0.051457614,0.096574031,0.197742502,0.390952172,0.453140512,0.122425283,31.27556772,1.262210654,24.36134952,0,0.176984922,0.266594395,12.86057294,2.428121354,13.66908678,0.324661008,0.17086511,0.417532476,560.1992322,8.005155161,111.957439,95.27710993,16.41304835,7.43912336,3.329224926,9.260405498,117.1493567,13.8,68.19907
DCA2_S56,23,Late,0.243127729,0,0.661234797,0.984673713,0.344053521,0.599095196,1.786101006,0.148362477,0.331200459,0.330831553,0.602838812,0.821234654,0.125311575,27.54013794,1.192911643,21.73414539,0.115226579,0.171089263,0,15.40739057,1.682288451,12.1512415,0.731743404,0.153571669,0.673233179,528.785577,16.50402958,124.7050193,188.3106564,20.30645849,3.24393144,3.403154848,0,133.476903,15.35,65.218335
DCA2_S57,23,Late,0.149002862,0.066370184,0.632894279,1.354891219,0.250456871,0.522497067,0.44694986,0.053985354,0.093353188,0.171615206,0.308162787,0.347824651,0.096783656,27.46292749,1.1631714,22.50785421,0.086999292,0.175137372,0.168569083,15.56753066,1.657619594,14.5181394,0.119004329,0.171663558,0.922095576,534.561766,10.2781089,109.3617709,142.6874854,21.92826401,4.714046045,3.198230743,8.600066737,103.7088348,13.4,63.296525
DCA2_S58,23,Late,0.13832355,0.032566927,0.485400894,1.242523993,0.193048528,0.475152051,0.532297015,0.054127938,0.106580564,0.177123927,0.304015728,0.400939067,0.101036878,24.09465608,0.772083898,26.67398177,0.086999292,0.159158547,0.339031931,15.98747411,1.612644648,16.80906395,0.246472771,0.158987267,0.40989833,620.5056651,21.32935681,131.3447211,199.6115107,16.41620878,5.392281801,2.810414957,8.46818686,103.9689612,14.25,63.099465
DCA2_S59,23,Late,0.256309358,0,0.801254186,1.871380444,0.304844453,0.675834539,1.168239084,0.127260503,0.21015449,0.280365208,0.487527792,0.593092664,0.16365269,28.96564073,1.362047836,20.10942198,0.08454583,0.153859927,0,10.90566619,1.419917723,9.269012081,0.561396874,0.131820189,0.317109447,625.2025907,10.28257645,150.1170371,70.35376345,13.86643416,4.796265823,3.207919757,0,154.063344,14.2,68.821965
DCA2_S60,23,Late,0.14404817,0.142466232,0.771281144,1.690719824,0.544977209,0.301324193,2.013360445,0.175676597,0.321902884,0.407294281,0.685125477,0.977955279,0.146208342,27.89511775,1.507210313,17.37943184,0,0.159407253,0,16.94837578,2.201814043,12.01017386,0.472150556,0.181278945,0.671340808,525.5381919,8.185530516,164.55019,56.48948411,17.68927813,4.960283946,2.868910519,0,99.31835132,14.25,62.86446
DCA2_S61,23,Late,0.271122661,0,0.665241504,1.765044415,0.327693887,0.708107138,1.669655748,0.119031763,0.267304047,0.310824495,0.561569854,0.736472305,0.134456604,31.41313735,1.544095405,22.08788678,0,0.151893878,0.176362016,18.22230513,2.209701831,13.80568504,0.20358747,0.160701255,0.799995861,616.295204,8.562501114,147.1852469,73.9008861,7.506641627,6.091567773,3.538073602,0,123.2243783,14.75,64.10006
DCA2_S62,23,Late,0.276397418,0,0.731503601,2.125061456,0.530095767,0.31884196,0.476517103,0.043632988,0.076552441,0.181929986,0.31411593,0.418449691,0.188931301,22.91729099,1.484891188,17.81433083,0,0.16812731,0.18777957,19.54806203,3.201478008,17.03499924,0.841510169,0.220603702,0.311680644,587.7215779,11.75647294,150.4801102,33.49757562,5.04867231,6.057982858,2.672453783,6.386352,130.6222881,15.2,71.74996
